"plot_group","sp_rich","sp_rich_raref","bchave_mean_95_0-0.05","bchave_mean_95_0.05-0.1","bchave_mean_95_0.1-0.15","bchave_mean_95_0.15-0.2","bchave_mean_95_0.2-0.25","bchave_mean_95_0.25-0.3","bchave_mean_95_0.3-0.35","bchave_mean_95_0.35-0.4","bchave_mean_95_0.4-0.45","bchave_mean_95_0.45-0.5","bchave_mean_95_0.5-0.55","bchave_mean_95_0.55-0.6","bchave_mean_95_0.6-0.65","bchave_mean_95_0.65-0.7","bchave_mean_95_0.7-0.75","bchave_mean_95_0.75-0.8","bchave_mean_95_0.8-0.85","bchave_mean_95_0.85-0.9","bchave_mean_95_0.9-0.95","bchave_mean_95_0.95-1"
"ZCC-032",5,6,0.0532971761687895,0.0562178286525956,NA,0.06575985864324,NA,0.0734367914106145,NA,NA,NA,NA,NA,NA,0.154757677110019,0.158472235570131,0.330299402653517,NA,NA,0.180765181550626,0.251815701873485,NA
"ZCC-033",7,4,NA,0.0457530739677796,0.0484404375699479,0.0510180438215675,0.0851842952515966,0.088981429716681,0.0917215847956432,0.0925971335468218,0.209978410766165,NA,NA,0.218832045856505,0.223921130241369,0.249904269974571,0.257924988632768,0.259445388323263,NA,NA,NA,NA
"ZCC-034",6,5,0.0300762056006744,NA,NA,0.0376649094658492,0.0618921920943425,0.0633203206798727,0.0649797371555284,0.0651046186093582,0.0668759504608254,NA,NA,0.200417559915108,NA,NA,0.228505145763148,0.230217316126178,NA,NA,NA,0.234902437795999
"VAS-021",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAS-022",2,2,NA,NA,NA,0.0448755626908413,NA,NA,0.059895178002707,NA,NA,NA,NA,NA,NA,0.425300119369753,NA,NA,0.795487868935913,NA,NA,NA
"VAS-023",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAS-024",3,3,NA,NA,NA,NA,NA,NA,0.0301284247597599,0.030636598022292,0.0405346484811378,NA,NA,0.0504017944976157,0.0523486244635175,0.053076642840554,NA,NA,NA,0.0697133141752614,0.0968202236748118,NA
"VAS-025",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAS-026",5,6.867,NA,0.0349055821784016,0.0361024706451034,NA,0.036552138575634,0.0410860973193371,NA,NA,NA,NA,NA,0.061120368540843,0.0692405696988994,NA,0.0725635412050689,0.0767057674466268,NA,0.09787288061073,0.257114825819045,NA
"VAS-027",4,4.477,0.0275864173024312,0.0349288579909534,0.0439097262624275,0.0468457544617981,0.0574632053211479,0.0801795443236604,0.106059071012467,0.117857237718855,0.15527804957722,0.218613117216741,0.267581139142505,0.365699835392685,0.417730461195096,0.489497128570823,0.525820847946856,NA,NA,0.934429195714991,1.14827179634421,1.34493623566776
